ID,probability
TEST_00000,0.048895717900386076
TEST_00001,0.02237534381617055
TEST_00002,0.20854736822930842
TEST_00003,0.15389004387665894
TEST_00004,0.7287798091773333
TEST_00005,0.17288919884252751
TEST_00006,0.6694726457205344
TEST_00007,0.5535142118254791
TEST_00008,0.4164516377801398
TEST_00009,0.007397210142743447
TEST_00010,0.1051524903922233
TEST_00011,0.676405922649175
TEST_00012,0.5890699229473304
TEST_00013,0.6106492814947648
TEST_00014,0.4238539955079431
TEST_00015,0.024275592726030373
TEST_00016,0.3523601212001579
TEST_00017,0.5632324932955572
TEST_00018,0.3184212210489536
TEST_00019,0.8247829224805853
TEST_00020,0.3629437110687583
TEST_00021,0.5817968646574175
TEST_00022,0.4092320843824794
TEST_00023,0.2830128701757765
TEST_00024,0.6087324057208793
TEST_00025,0.024816422197942153
TEST_00026,0.16442561080303097
TEST_00027,0.6430560600842011
TEST_00028,0.23150551465434235
TEST_00029,0.23473858574266077
TEST_00030,0.6401963108525006
TEST_00031,0.22625991318729577
TEST_00032,0.22736088334282645
TEST_00033,0.240681729251762
TEST_00034,0.6018598897910727
TEST_00035,0.03815068964476892
TEST_00036,0.1825087733599604
TEST_00037,0.4786547981795307
TEST_00038,0.2523650682440728
TEST_00039,0.0726026449763185
TEST_00040,0.25072467665668796
TEST_00041,0.19111050619417488
TEST_00042,0.4503671890162455
TEST_00043,0.4101441630772402
TEST_00044,0.49711619202207497
TEST_00045,0.7584958481960622
TEST_00046,0.7175173801657403
TEST_00047,0.3199561167670297
TEST_00048,0.17539767784609478
TEST_00049,0.5992686842297519
TEST_00050,0.33171289984759533
TEST_00051,0.2356647118799422
TEST_00052,0.17577590049533756
TEST_00053,0.7754052186033528
TEST_00054,0.07033221771587812
TEST_00055,0.6375195615417066
TEST_00056,0.4595167704686769
TEST_00057,0.29280765585085783
TEST_00058,0.7515006190737095
TEST_00059,0.24899788255475097
TEST_00060,0.03366280961712757
TEST_00061,0.224102996007819
TEST_00062,0.4731413616540159
TEST_00063,0.49010725701462327
TEST_00064,0.2850044809839428
TEST_00065,0.03888940792133048
TEST_00066,0.3831279245912663
TEST_00067,0.3181256697985416
TEST_00068,0.4250523002804593
TEST_00069,0.6894656485529542
TEST_00070,0.5800451736172186
TEST_00071,0.478748287893628
TEST_00072,0.2835706565626936
TEST_00073,0.39183336245426265
TEST_00074,0.18558131893810903
TEST_00075,0.34031220594600775
TEST_00076,0.07898969300348484
TEST_00077,0.026789648511120524
TEST_00078,0.17252428454846702
TEST_00079,0.26756501591020077
TEST_00080,0.5114240280887552
TEST_00081,0.008140177572658667
TEST_00082,0.2992090705719406
TEST_00083,0.25114895571891954
TEST_00084,0.6420021919049171
TEST_00085,0.5842623451271955
TEST_00086,0.005218776488935434
TEST_00087,0.5512680302724242
TEST_00088,0.17640668001011642
TEST_00089,0.5689530769397413
TEST_00090,0.35316248232624603
TEST_00091,0.1371963180156645
TEST_00092,0.4588680746284636
TEST_00093,0.7587750653936836
TEST_00094,0.007873105723422974
TEST_00095,0.02051986734550688
TEST_00096,0.6684796556304042
TEST_00097,0.15519300770456956
TEST_00098,0.5726793510357854
TEST_00099,0.41728853629280754
TEST_00100,0.1524718736778807
TEST_00101,0.27411483496110783
TEST_00102,0.5579195205229801
TEST_00103,0.4512119214345234
TEST_00104,0.5355973025712417
TEST_00105,0.6830359911773416
TEST_00106,0.37812403874257694
TEST_00107,0.05665562807326121
TEST_00108,0.49906987244769935
TEST_00109,0.055388022184525265
TEST_00110,0.6335636801933994
TEST_00111,0.5694300510796921
TEST_00112,0.08087435742723831
TEST_00113,0.5618264302660532
TEST_00114,0.24212561020618914
